Feature,Flight,Image,PassFail,X,Y
DoorFramelines,TigerAirA320,000151.png,1,1392.97, 343.318
DoorFramelines,TigerAirA320,000152.png,1,1388.5, 385.301
DoorFramelines,TigerAirA320,000153.png,1,1387.57, 370.188
DoorFramelines,TigerAirA320,000154.png,1,228.812, 356.311
DoorFramelines,TigerAirA320,000155.png,1,1394.57, 367.569
DoorFramelines,TigerAirA320,000156.png,1,1355.66, 440.822
DoorFramelines,TigerAirA320,000157.png,1,1338.99, 476.337
DoorFramelines,TigerAirA320,000158.png,1,1328.15, 513.649
DoorFramelines,TigerAirA320,000159.png,1,1334.45, 407.064
DoorFramelines,TigerAirA320,000160.png,1,1359.76, 380.151
DoorFramelines,TigerAirA320,000161.png,1,1358.18, 409.086
DoorFramelines,TigerAirA320,000162.png,1,1353.16, 174.267
DoorFramelines,TigerAirA320,000163.png,1,194.087, 328.123
DoorFramelines,TigerAirA320,000164.png,1,1368.08, 410.446
DoorFramelines,TigerAirA320,000165.png,1,1363.63, 409.052
DoorFramelines,TigerAirA320,000166.png,1,1357.14, 543.454
DoorFramelines,TigerAirA320,000167.png,1,1368.63, 431.406
DoorFramelines,TigerAirA320,000168.png,1,178.358, 319.327
DoorFramelines,TigerAirA320,000169.png,1,1367.19, 400.09
DoorFramelines,TigerAirA320,000170.png,1,167.742, 336.602
DoorFramelines,TigerAirA320,000171.png,1,64.1691, 351.75
DoorFramelines,TigerAirA320,000172.png,1,1364.03, 417.794
DoorFramelines,TigerAirA320,000173.png,1,61.0935, 346.702
DoorFramelines,TigerAirA320,000174.png,1,1359.83, 450.144
DoorFramelines,TigerAirA320,000175.png,1,1370.9, 417.102
DoorFramelines,TigerAirA320,000176.png,1,62.1913, 366.265
DoorFramelines,TigerAirA320,000177.png,1,1359.69, 436.751
DoorFramelines,TigerAirA320,000178.png,1,1374.81, 412.444
DoorFramelines,TigerAirA320,000179.png,1,60.7737, 337.857
DoorFramelines,TigerAirA320,000180.png,1,1378.34, 415.957
DoorFramelines,TigerAirA320,000181.png,1,1375.89, 418.535
DoorFramelines,TigerAirA320,000182.png,1,171.489, 324.749
DoorFramelines,TigerAirA320,000183.png,1,1370.08, 443.754
DoorFramelines,TigerAirA320,000184.png,1,170.932, 337.541
DoorFramelines,TigerAirA320,000185.png,1,1380.97, 381.276
DoorFramelines,TigerAirA320,000186.png,1,58.8715, 368.602
DoorFramelines,TigerAirA320,000187.png,1,1374.74, 427.54
DoorFramelines,TigerAirA320,000188.png,1,1365.17, 395.842
DoorFramelines,TigerAirA320,000189.png,1,1365.41, 435.096
DoorFramelines,TigerAirA320,000190.png,1,1364.53, 415.591
DoorFramelines,TigerAirA320,000191.png,1,1362.22, 433.743
DoorFramelines,TigerAirA320,000192.png,1,54.8911, 374.492
DoorFramelines,TigerAirA320,000193.png,1,1368.6, 402.588
DoorFramelines,TigerAirA320,000194.png,1,1368.29, 406.504
DoorFramelines,TigerAirA320,000195.png,1,1363.95, 414.167
DoorFramelines,TigerAirA320,000196.png,1,1362.77, 443.004
DoorFramelines,TigerAirA320,000197.png,1,1367.76, 418.94
DoorFramelines,TigerAirA320,000198.png,1,151.697, 348.414
DoorFramelines,TigerAirA320,000199.png,1,1366.67, 431.566
DoorFramelines,TigerAirA320,000200.png,1,1366.89, 424.849
DoorFramelines,TigerAirA320,000201.png,1,1363.41, 470.549
DoorFramelines,TigerAirA320,000202.png,1,151.993, 355.411
DoorFramelines,TigerAirA320,000203.png,1,1367.99, 415.376
DoorFramelines,TigerAirA320,000204.png,1,666.722, 415.9
DoorFramelines,TigerAirA320,000205.png,1,1367.73, 422.087
DoorFramelines,TigerAirA320,000206.png,1,1366.55, 423.626
DoorFramelines,TigerAirA320,000207.png,1,1368.31, 417.055
DoorFramelines,TigerAirA320,000208.png,1,1367.81, 415.118
DoorFramelines,TigerAirA320,000209.png,1,1366.48, 438.563
DoorFramelines,TigerAirA320,000210.png,1,667.671, 385.7
DoorFramelines,TigerAirA320,000211.png,1,149.85, 344.451
DoorFramelines,TigerAirA320,000212.png,1,1365.87, 435.071
DoorFramelines,TigerAirA320,000213.png,1,154.4, 381.24
DoorFramelines,TigerAirA320Rain,000120.png,1,1240.03, 232.591
DoorFramelines,TigerAirA320Rain,000121.png,1,1188.09, 244.731
DoorFramelines,TigerAirA320Rain,000122.png,1,1180.38, 229.03
DoorFramelines,TigerAirA320Rain,000123.png,1,1182.78, 239.847
DoorFramelines,TigerAirA320Rain,000124.png,1,1195.46, 249.798
DoorFramelines,TigerAirA320Rain,000125.png,1,1220.47, 269.521
DoorFramelines,TigerAirA320Rain,000126.png,1,1261.03, 263.53
DoorFramelines,TigerAirA320Rain,000127.png,1,1304.39, 321.014
DoorFramelines,TigerAirA320Rain,000128.png,1,1349.71, 358.42
DoorFramelines,TigerAirA320Rain,000129.png,0,,
DoorFramelines,TigerAirA320Rain,000130.png,1,1407.56, 386.187
DoorFramelines,TigerAirA320Rain,000131.png,1,1432.84, 412.699
DoorFramelines,TigerAirA320Rain,000132.png,1,1434.7, 365.966
DoorFramelines,TigerAirA320Rain,000133.png,1,1371.99, 384.815
DoorFramelines,TigerAirA320Rain,000134.png,1,1379, 359.264
DoorFramelines,TigerAirA320Rain,000135.png,1,1382.62, 369.081
DoorFramelines,TigerAirA320Rain,000136.png,1,1375.17, 371.24
DoorFramelines,TigerAirA320Rain,000137.png,1,1395.51, 374.255
DoorFramelines,TigerAirA320Rain,000138.png,1,1404.8, 430.626
DoorFramelines,TigerAirA320Rain,000139.png,1,1399.02, 473.232
DoorFramelines,TigerAirA320Rain,000140.png,1,1408.48, 395.365
DoorFramelines,TigerAirA320Rain,000141.png,1,1414.91, 395.381
DoorFramelines,TigerAirA320Rain,000142.png,1,1412.28, 383.091
DoorFramelines,TigerAirA320Rain,000143.png,1,1423.13, 484.972
DoorFramelines,TigerAirA320Rain,000144.png,1,1427.63, 389.851
DoorFramelines,TigerAirA320Rain,000145.png,1,1426.49, 393.511
DoorFramelines,TigerAirA320Rain,000146.png,1,1423.54, 443.196
DoorFramelines,TigerAirA320Rain,000147.png,1,1420.6, 403.388
DoorFramelines,TigerAirA320Rain,000148.png,1,1415.59, 427.344
DoorFramelines,TigerAirA320Rain,000149.png,1,1424.45, 358.669
DoorFramelines,TigerAirA320Rain,000150.png,1,1425.98, 412.517
DoorFramelines,TigerAirA320Rain,000151.png,1,1424.51, 393.858
DoorFramelines,TigerAirA320Rain,000152.png,1,1422.82, 421.882
DoorFramelines,TigerAirA320Rain,000153.png,1,1434.17, 317.27
DoorFramelines,TigerAirA320Rain,000154.png,1,1425.69, 391.865
DoorFramelines,TigerAirA320Rain,000155.png,1,1426.73, 382.505
DoorFramelines,TigerAirA320Rain,000156.png,1,1422.69, 424.091
DoorFramelines,TigerAirA320Rain,000157.png,1,1872.73, 409.584
RectangularWindow,A320,000156.png,1,1854.69, 226.197
RectangularWindow,A320,000157.png,1,1878.34, 265.989
RectangularWindow,A320,000158.png,1,1874.67, 248.594
RectangularWindow,A320,000159.png,1,1878.88, 251.989
RectangularWindow,A320,000160.png,1,1878.02, 264.23
RectangularWindow,A320,000161.png,1,1881.26, 252.531
RectangularWindow,A320,000162.png,1,1880.2, 288.701
RectangularWindow,A320,000163.png,1,178.342, 272.554
RectangularWindow,A320,000164.png,0,,
RectangularWindow,A320,000165.png,0,,
RectangularWindow,A320,000166.png,1,109.353, 321.854
RectangularWindow,A320,000167.png,1,104.31, 333.716
RectangularWindow,A320,000168.png,0,,
RectangularWindow,A320,000169.png,0,,
RectangularWindow,A320,000170.png,0,,
RectangularWindow,A320,000171.png,1,76.8438, 356.138
RectangularWindow,A320,000172.png,1,78.5391, 361.618
RectangularWindow,A320,000173.png,0,,
RectangularWindow,A320,000174.png,0,,
RectangularWindow,A320,000175.png,0,,
RectangularWindow,A320,000176.png,0,,
RectangularWindow,A320,000177.png,0,,
RectangularWindow,A320,000178.png,0,,
RectangularWindow,A320,000179.png,0,,
RectangularWindow,A320,000180.png,0,,
RectangularWindow,A320,000181.png,0,,
RectangularWindow,A320,000182.png,0,,
RectangularWindow,A320,000183.png,0,,
RectangularWindow,A320,000184.png,1,1819.55, 450.371
RectangularWindow,A320,000185.png,1,1815.94, 453.084
RectangularWindow,A320,000186.png,1,1815.12, 451.885
RectangularWindow,ANAB787,000187.png,1,101.68, 149.542
RectangularWindow,ANAB787,000188.png,0,,
RectangularWindow,ANAB787,000189.png,1,77.0032, 410.061
RectangularWindow,ANAB787,000190.png,1,329.72, 51.9798
RectangularWindow,ANAB787,000191.png,1,168.6, 102.199
RectangularWindow,ANAB787,000192.png,1,162.46, 119.854
RectangularWindow,ANAB787,000193.png,1,1863.84, 95.2388
RectangularWindow,ANAB787,000194.png,1,1251.09, 834.901
RectangularWindow,ANAB787,000195.png,1,540.253, 826.488
RectangularWindow,ANAB787,000196.png,1,1511.52, 153.533
RectangularWindow,ANAB787,000197.png,1,1511.54, 162.657
RectangularWindow,ANAB787,000198.png,1,1502.16, 169.635
RectangularWindow,ANAB787,000199.png,1,1493.11, 191.103
RectangularWindow,ANAB787,000200.png,1,1438.02, 216.968
RectangularWindow,ANAB787,000201.png,1,1416.89, 241.247
RectangularWindow,ANAB787,000202.png,1,1412.9, 246.058
RectangularWindow,ANAB787,000203.png,1,1412.6, 255.912
RectangularWindow,ANAB787,000204.png,1,1417.89, 277.367
RectangularWindow,ANAB787,000205.png,1,1427.74, 287.115
RectangularWindow,ANAB787,000206.png,1,1422.93, 286.765
RectangularWindow,ANAB787,000207.png,1,1448.92, 318.794
RectangularWindow,ANAB787,000208.png,1,1471.96, 351.525
RectangularWindow,ANAB787,000209.png,1,1460.9, 341.469
RectangularWindow,ANAB787,000210.png,1,1469.15, 344.945
RectangularWindow,ANAB787,000211.png,1,1468.8, 342.511
RectangularWindow,ANAB787,000212.png,1,1443.03, 314.853
RectangularWindow,ANAB787,000213.png,1,1455.24, 317.179
RectangularWindow,ANAB787,000214.png,1,1439.45, 312.087
RectangularWindow,ANAB787,000215.png,1,1440.58, 315.98
RectangularWindow,ANAB787,000216.png,1,1447.18, 335.39
RectangularWindow,ANAB787,000217.png,1,1481.36, 377.262
RectangularWindow,ANAB787,000218.png,1,1469.86, 375.214
RectangularWindow,ANAB787,000219.png,1,1466.93, 377.984
RectangularWindow,ANAB787,000220.png,1,1470.64, 384.231
RectangularWindow,ANAB787,000221.png,1,1472.93, 390.109
RectangularWindow,ANAB787,000222.png,1,1474.09, 392.177
RectangularWindow,ANAB787,000223.png,1,1475.23, 391.571
RectangularWindow,ANAB787,000224.png,1,1474.64, 392.61
RectangularWindow,ANAB787,000225.png,1,1474.44, 392.63
RectangularWindow,ANAB787,000226.png,1,1474.02, 392.279
RectangularWindow,ANAB787,000227.png,1,1474.03, 391.798
RectangularWindow,ANAB787,000228.png,1,1474.52, 391.75
RectangularWindow,ANAB787,000229.png,1,1474.15, 392.056
RectangularWindow,B787,000125.png,0,,
RectangularWindow,B787,000126.png,1,44.053, 80.6089
RectangularWindow,B787,000127.png,0,,
RectangularWindow,B787,000128.png,0,,
RectangularWindow,B787,000129.png,1,51.4422, 107.554
RectangularWindow,B787,000130.png,0,,
RectangularWindow,B787,000131.png,0,,
RectangularWindow,B787,000132.png,1,221.418, 99.7919
RectangularWindow,B787,000133.png,0,,
RectangularWindow,B787,000134.png,1,57.7891, 118.153
RectangularWindow,B787,000135.png,1,1858.49, 100.75
RectangularWindow,B787,000136.png,1,111.51, 123.809
RectangularWindow,B787,000137.png,0,,
RectangularWindow,B787,000138.png,0,,
RectangularWindow,B787,000139.png,1,467.432, 281.622
RectangularWindow,B787,000140.png,1,797.44, 763.03
RectangularWindow,B787,000141.png,1,66.2756, 176.489
RectangularWindow,B787,000142.png,1,1874.9, 126.13
RectangularWindow,B787,000143.png,1,1895.02, 177.599
RectangularWindow,B787,000144.png,1,1821.2, 159.347
RectangularWindow,B787,000145.png,1,1827.99, 166.433
RectangularWindow,B787,000146.png,1,1845.13, 221.842
RectangularWindow,B787,000147.png,1,1390.2, 233.824
RectangularWindow,B787,000148.png,1,1441.9, 282.891
RectangularWindow,B787,000149.png,1,1376.94, 271.057
RectangularWindow,B787,000150.png,1,1370.98, 263.276
RectangularWindow,B787,000151.png,1,1380.92, 292.432
RectangularWindow,B787,000152.png,1,1393.22, 318.758
RectangularWindow,B787,000153.png,1,1398.53, 324.721
RectangularWindow,B787,000154.png,1,1400.64, 319.319
RectangularWindow,B787,000155.png,1,1397.08, 304.348
RectangularWindow,B787,000156.png,1,1390.89, 313.039
RectangularWindow,B787,000157.png,1,1429.51, 337.584
RectangularWindow,B787,000158.png,1,1433.5, 338.207
RectangularWindow,B787,000159.png,1,1430.53, 336.446
RectangularWindow,B787,000160.png,1,1417.39, 328.81
RectangularWindow,B787,000161.png,1,1407.74, 318.643
RectangularWindow,B787,000162.png,1,1387.65, 308.914
RectangularWindow,B787,000163.png,1,1390.47, 298.924
RectangularWindow,B787,000164.png,1,1380.31, 305.529
RectangularWindow,B787,000165.png,1,1418.14, 320.72
RectangularWindow,B787,000166.png,1,1472.07, 355.346
RectangularWindow,B787,000167.png,1,1451.54, 347.252
RectangularWindow,B787,000168.png,1,1473.32, 350.243
RectangularWindow,B787,000169.png,1,1470.11, 329.83
RectangularWindow,B787,000170.png,1,1465.27, 320.699
RectangularWindow,B787,000171.png,1,1494.88, 339.273
RectangularWindow,B787,000172.png,1,1491.17, 337.491
RectangularWindow,B787,000173.png,1,1489.21, 339.096
RectangularWindow,B787,000174.png,1,1489.86, 337.136
RectangularWindow,B787,000175.png,1,1490.66, 337.776
RectangularWindow,B787,000176.png,1,1820.69, 586.725
RectangularWindow,B787,000177.png,1,1819.11, 591.988
RectangularWindow,MASB737,000184.png,1,1087.52, 626.545
RectangularWindow,MASB737,000185.png,1,1083.11, 653.408
RectangularWindow,MASB737,000186.png,1,1215.55, 669.922
RectangularWindow,MASB737,000187.png,0,,
RectangularWindow,MASB737,000188.png,1,1862.23, 134.264
RectangularWindow,MASB737,000189.png,1,1875.82, 159.57
RectangularWindow,MASB737,000190.png,1,1096.24, 723.539
RectangularWindow,MASB737,000191.png,1,1066.84, 752.098
RectangularWindow,MASB737,000192.png,1,1050.74, 779.175
RectangularWindow,MASB737,000193.png,1,1041.53, 809.913
RectangularWindow,MASB737,000194.png,1,1009.66, 841.084
RectangularWindow,MASB737,000195.png,0,,
RectangularWindow,MASB737,000196.png,0,,
RectangularWindow,MASB737,000197.png,0,,
RectangularWindow,MASB737,000198.png,1,1826.14, 262.081
RectangularWindow,MASB737,000199.png,1,1851.08, 289.545
RectangularWindow,MASB737,000200.png,0,,
RectangularWindow,MASB737,000201.png,0,,
RectangularWindow,MASB737,000202.png,0,,
RectangularWindow,MASB737,000203.png,0,,
RectangularWindow,MASB737,000204.png,1,55.6485, 380.229
RectangularWindow,MASB737,000205.png,1,55.0067, 381.365
RectangularWindow,MASB737,000206.png,1,55.6668, 379.745
RectangularWindow,MASB737,000207.png,1,55.9249, 379.959
RectangularWindow,MASB737,000208.png,1,55.4101, 381.001
RectangularWindow,MASB737,000209.png,1,53.5356, 383.426
RectangularWindow,MASB737,000210.png,1,45.3119, 414.02
RectangularWindow,MASB737,000211.png,0,,
RectangularWindow,MASB737,000212.png,0,,
RectangularWindow,MASB737,000213.png,0,,
RectangularWindow,MASB737,000214.png,0,,
RectangularWindow,MASB737,000215.png,0,,
RectangularWindow,MASB737,000216.png,0,,
RectangularWindow,MASB737,000217.png,0,,
RectangularWindow,MASB737,000218.png,0,,
RectangularWindow,MASB737,000219.png,0,,
RectangularWindow,MASB737,000220.png,0,,
RectangularWindow,MASB737,000221.png,0,,
RectangularWindow,MASB737,000222.png,0,,
RectangularWindow,MASB737,000223.png,0,,
RectangularWindow,MASB737,000224.png,0,,
RectangularWindow,MASB737,000225.png,0,,
RectangularWindow,MASB737,000226.png,0,,
RectangularWindow,MASB737,000227.png,0,,
RectangularWindow,MASB737,000228.png,0,,
RectangularWindow,MASB737,000229.png,0,,
RectangularWindow,MASB737,000230.png,0,,
RectangularWindow,MASB737,000231.png,1,1531.61, 551.477
RectangularWindow,MASB737,000232.png,1,1593.6, 76.6103
RectangularWindow,MASB737,000233.png,0,,
RectangularWindow,MASB737,000234.png,0,,
RectangularWindow,MASB737,000235.png,0,,
RectangularWindow,MASB737,000236.png,0,,
RectangularWindow,MASB737,000237.png,0,,
RectangularWindow,MASB737,000238.png,0,,
RectangularWindow,MASB737,000239.png,0,,
RectangularWindow,MASB737,000240.png,0,,
RectangularWindow,MASB737,000241.png,0,,
RectangularWindow,MASB737,000242.png,0,,
RectangularWindow,ScootB787,000165.png,1,411.815, 131.154
RectangularWindow,ScootB787,000166.png,1,1860.29, 133.108
RectangularWindow,ScootB787,000167.png,1,1814.72, 142.595
RectangularWindow,ScootB787,000168.png,1,1784.79, 153.883
RectangularWindow,ScootB787,000169.png,1,1728.83, 163.976
RectangularWindow,ScootB787,000170.png,1,1673.04, 116.575
RectangularWindow,ScootB787,000171.png,1,1608.25, 193.818
RectangularWindow,ScootB787,000172.png,1,1566.93, 190.547
RectangularWindow,ScootB787,000173.png,1,1580.7, 184.595
RectangularWindow,ScootB787,000174.png,1,152.095, 290.95
RectangularWindow,ScootB787,000175.png,1,1560.21, 193.035
RectangularWindow,ScootB787,000176.png,1,1536.83, 194.738
RectangularWindow,ScootB787,000177.png,1,1561.95, 219.501
RectangularWindow,ScootB787,000178.png,1,1531.86, 228.622
RectangularWindow,ScootB787,000179.png,1,1529.69, 248.934
RectangularWindow,ScootB787,000180.png,1,1529.79, 270.163
RectangularWindow,ScootB787,000181.png,1,1556.2, 284.076
RectangularWindow,ScootB787,000182.png,1,1548.11, 279.035
RectangularWindow,ScootB787,000183.png,1,1550.58, 271.787
RectangularWindow,ScootB787,000184.png,1,1552.11, 272.636
RectangularWindow,ScootB787,000185.png,1,1543.99, 295.24
RectangularWindow,ScootB787,000186.png,1,1526.17, 296.681
RectangularWindow,ScootB787,000187.png,1,1510.55, 296.011
RectangularWindow,ScootB787,000188.png,1,1518.8, 274.105
RectangularWindow,ScootB787,000189.png,1,1528.99, 272.779
RectangularWindow,ScootB787,000190.png,1,1527.53, 273.523
RectangularWindow,ScootB787,000191.png,1,1525.14, 299.068
RectangularWindow,ScootB787,000192.png,1,1528.62, 289.818
RectangularWindow,ScootB787,000193.png,1,1521.86, 287.594
RectangularWindow,ScootB787,000194.png,1,1527.47, 301.286
RectangularWindow,ScootB787,000195.png,1,1528.7, 298.184
RectangularWindow,ScootB787,000196.png,1,1528.36, 293.917
RectangularWindow,ScootB787,000197.png,1,1528.72, 296.849
RectangularWindow,ScootB787,000198.png,1,1525.24, 289.45
RectangularWindow,ScootB787,000199.png,1,1527.91, 288.347
RectangularWindow,ScootB787,000200.png,1,1522.5, 296.7
RectangularWindow,ScootB787,000201.png,1,1523.76, 298.931
RectangularWindow,ScootB787,000202.png,1,1524.45, 299.809
RectangularWindow,ScootB787,000203.png,1,1514.97, 296.315
RectangularWindow,ScootB787,000204.png,1,1524.43, 299.005
RectangularWindow,ScootB787,000205.png,1,1514.91, 296.67
RectangularWindow,ScootB787,000206.png,1,1516.13, 297.524
RectangularWindow,ScootB787,000207.png,1,1517.55, 297.544
RectangularWindow,ScootB787,000208.png,1,1517.35, 297.282
RectangularWindow,ScootB787,000209.png,1,1516.68, 296.893
RectangularWindow,ScootB787,000210.png,1,1871.21, 189.697
RectangularWindow,ScootB787,000211.png,1,1505.1, 323.385
RectangularWindow,ScootB787PBB,000164-2.png,0,,
RectangularWindow,ScootB787PBB,000165.png,0,,
RectangularWindow,ScootB787PBB,000166.png,0,,
RectangularWindow,ScootB787PBB,000167.png,0,,
RectangularWindow,ScootB787PBB,000168-2.png,0,,
RectangularWindow,ScootB787PBB,000169.png,0,,
RectangularWindow,ScootB787PBB,000170.png,1,77.988, 181.681
RectangularWindow,ScootB787PBB,000171.png,0,,
RectangularWindow,ScootB787PBB,000172-2.png,0,,
RectangularWindow,ScootB787PBB,000173.png,0,,
RectangularWindow,ScootB787PBB,000174.png,0,,
RectangularWindow,ScootB787PBB,000175.png,0,,
RectangularWindow,ScootB787PBB,000176-2.png,0,,
RectangularWindow,ScootB787PBB,000177.png,0,,
RectangularWindow,ScootB787PBB,000178.png,0,,
RectangularWindow,ScootB787PBB,000179.png,0,,
RectangularWindow,ScootB787PBB,000180-2.png,0,,
RectangularWindow,ScootB787PBB,000181.png,0,,
RectangularWindow,ScootB787PBB,000182.png,0,,
RectangularWindow,ScootB787PBB,000183-2.png,1,63.6476, 205.26
RectangularWindow,ScootB787PBB,000184.png,1,70.4217, 215.141
RectangularWindow,ScootB787PBB,000185.png,1,77.138, 224.899
RectangularWindow,ScootB787PBB,000186-2.png,1,363.122, 154.299
RectangularWindow,ScootB787PBB,000187.png,1,368.239, 168.837
RectangularWindow,ScootB787PBB,000188.png,1,1652.61, 146.911
RectangularWindow,ScootB787PBB,000189-2.png,1,1658.18, 151.834
RectangularWindow,ScootB787PBB,000190.png,1,1648.62, 159.814
RectangularWindow,ScootB787PBB,000191.png,1,1647.92, 174.283
RectangularWindow,ScootB787PBB,000192.png,1,1646.07, 187.945
RectangularWindow,ScootB787PBB,000193.png,1,1643.44, 197.137
RectangularWindow,ScootB787PBB,000194.png,1,1642.02, 215.105
RectangularWindow,ScootB787PBB,000195.png,1,1627.11, 214.198
RectangularWindow,ScootB787PBB,000196.png,1,1598.96, 218.984
RectangularWindow,ScootB787PBB,000197.png,1,1563.16, 226.402
RectangularWindow,ScootB787PBB,000198.png,1,1533.68, 233.517
RectangularWindow,ScootB787PBB,000199.png,1,1495.3, 244.72
RectangularWindow,ScootB787PBB,000200.png,1,1462.55, 249.766
RectangularWindow,ScootB787PBB,000201.png,1,1472.34, 249.237
RectangularWindow,ScootB787PBB,000202.png,1,1469.5, 252.232
RectangularWindow,ScootB787PBB,000203.png,1,1463.64, 250.541
RectangularWindow,ScootB787PBB,000204.png,1,1444.75, 254.98
RectangularWindow,ScootB787PBB,000205.png,1,1444.94, 254.782
RectangularWindow,ScootB787PBB,000206.png,1,1449.08, 254.492
RectangularWindow,ScootB787PBB,000207.png,1,1427.73, 267.878
RectangularWindow,ScootB787PBB,000208.png,1,1407.25, 276.889
RectangularWindow,ScootB787PBB,000209.png,1,1406.88, 286.766
RectangularWindow,ScootB787PBB,000210.png,1,1408.01, 300.632
RectangularWindow,ScootB787PBB,000211.png,1,1408.3, 317.065
RectangularWindow,ScootB787PBB,000212.png,1,1454.1, 325.57
RectangularWindow,ScootB787PBB,000213.png,1,1449.17, 324.191
RectangularWindow,ScootB787PBB,000214.png,1,1449.3, 324.196
RectangularWindow,ScootB787PBB,000215.png,1,1450.87, 324.203
RectangularWindow,ScootB787PBB,000216.png,1,1478.53, 331.777
RectangularWindow,ScootB787PBB,000217.png,1,1471.86, 334.441
RectangularWindow,ScootB787PBB,000218.png,1,1461.44, 338.455
RectangularWindow,ScootB787PBB,000219.png,1,1458.22, 354.515
RectangularWindow,ScootB787PBB,000220.png,1,1458.64, 357.626
RectangularWindow,ScootB787PBB,000221.png,1,1455.73, 363.785
RectangularWindow,ScootB787PBB,000222.png,1,1455.66, 365.155
RectangularWindow,ScootB787PBB,000223.png,1,1455.67, 364.943
RectangularWindow,ScootB787PBB,000224.png,1,1455.66, 364.933
RectangularWindow,ScootB787PBB,000225.png,1,1455.62, 364.507
RectangularWindow,ScootB787PBB,000226.png,1,1455.66, 363.743
RectangularWindow,ScootB787PBB,000227-2.png,1,1455.32, 363.841
RectangularWindow,ScootB787PBB,000228.png,1,1455.35, 363.993
RectangularWindow,SilkAirB737,000104.png,1,1884.45, 204.723
RectangularWindow,SilkAirB737,000105.png,1,1882.37, 205.053
RectangularWindow,SilkAirB737,000106.png,1,1727.37, 218.203
RectangularWindow,SilkAirB737,000107.png,1,1174.04, 162.86
RectangularWindow,SilkAirB737,000108.png,1,1170.49, 148.981
RectangularWindow,SilkAirB737,000109.png,1,1165.4, 135.856
RectangularWindow,SilkAirB737,000110.png,1,1161.17, 123.473
RectangularWindow,SilkAirB737,000111.png,1,1158.21, 139.874
RectangularWindow,SilkAirB737,000112.png,1,1140.86, 183.751
RectangularWindow,SilkAirB737,000113.png,1,1122.41, 218.974
RectangularWindow,SilkAirB737,000114.png,1,1118.16, 232.469
RectangularWindow,SilkAirB737,000115.png,1,1066.04, 227.561
RectangularWindow,SilkAirB737,000116.png,1,1069.14, 233.642
RectangularWindow,SilkAirB737,000117.png,1,1070.15, 250.611
RectangularWindow,SilkAirB737,000118.png,1,1067.11, 247.454
RectangularWindow,SilkAirB737,000119.png,1,1060.87, 247.436
RectangularWindow,SilkAirB737,000120.png,1,1070.33, 273.489
RectangularWindow,SilkAirB737,000121.png,1,1071.45, 307.275
RectangularWindow,SilkAirB737,000122.png,1,1067.38, 343.232
RectangularWindow,SilkAirB737,000123.png,1,1068.61, 380.141
RectangularWindow,SilkAirB737,000124.png,1,1062.46, 379.407
RectangularWindow,SilkAirB737,000125.png,1,1065.74, 377.897
RectangularWindow,SilkAirB737,000126.png,1,1068.21, 381.216
RectangularWindow,SilkAirB737,000127.png,1,1068.99, 381.739
RectangularWindow,SilkAirB737,000128.png,1,1069.51, 383.012
RectangularWindow,SilkAirB737,000129.png,1,1069.17, 382.108
RectangularWindow,SilkAirB737,000130.png,1,1069.39, 382.564
RectangularWindow,SilkAirB737,000131.png,1,1068.02, 380.506
RectangularWindow,SilkAirB737,000132.png,1,1068.49, 381.229
RectangularWindow,SilkAirB737,000133.png,1,1068.47, 381.229
RectangularWindow,SilkAirB737,000134.png,1,1069.07, 382.46
RectangularWindow,SilkAirB737,000135.png,1,1069.29, 382.201
RectangularWindow,SilkAirB737,000136.png,1,1068.46, 381.19
RectangularWindow,SilkAirB737,000137.png,1,1068.42, 381.404
RectangularWindow,SilkAirB737,000138.png,1,1068.63, 381.305
RectangularWindow,SilkAirB737,000139.png,1,1068.11, 380.236
RectangularWindow,SQB772,000125-1.png,1,1805.99, 161.778
RectangularWindow,SQB772,000126-1.png,1,1770.87, 160.951
RectangularWindow,SQB772,000127.png,1,1729.33, 163.576
RectangularWindow,SQB772,000128.png,1,1677.51, 162.797
RectangularWindow,SQB772,000129-1.png,1,1621.56, 168.658
RectangularWindow,SQB772,000130.png,1,1563.18, 179.546
RectangularWindow,SQB772,000131.png,1,1496.51, 188.341
RectangularWindow,SQB772,000132-1.png,1,1434.84, 195.117
RectangularWindow,SQB772,000133.png,1,1392.09, 202.001
RectangularWindow,SQB772,000134-1.png,1,1349.35, 207.633
RectangularWindow,SQB772,000135.png,1,1295.5, 215.181
RectangularWindow,SQB772,000136-1.png,1,1244.19, 220.803
RectangularWindow,SQB772,000137.png,1,1264.84, 220.028
RectangularWindow,SQB772,000138-1.png,1,1252.8, 219.399
RectangularWindow,SQB772,000139.png,1,1250.38, 219.512
RectangularWindow,SQB772,000140.png,1,1254.12, 220.461
RectangularWindow,SQB772,000141.png,1,1251.25, 219.046
RectangularWindow,SQB772,000142.png,1,1249.3, 219.602
RectangularWindow,SQB772,000143.png,1,1249.17, 219.49
RectangularWindow,SQB772,000144.png,1,1250.9, 218.523
RectangularWindow,SQB772,000145.png,1,1251.67, 217.104
RectangularWindow,SQB772,000146.png,1,1250.45, 221.38
RectangularWindow,SQB772,000147.png,1,1258.37, 240.629
RectangularWindow,SQB772,000148-1.png,1,1244.57, 241.181
RectangularWindow,SQB772,000149.png,1,1249.69, 242.246
RectangularWindow,SQB772,000150.png,1,1253.02, 243.501
RectangularWindow,SQB772,000151.png,1,1249.84, 244.087
RectangularWindow,SQB772,000152.png,1,1236.99, 265.743
RectangularWindow,SQB772,000153.png,1,1315.02, 312.909
